area_sqm,rooms,floor,floor_count,build_year,latitude,longitude,distance_to_center,poi_count,distance_to_school,distance_to_healthcare,distance_to_post_office,distance_to_kindergarten,distance_to_restaurant,distance_to_college,distance_to_pharmacy,has_parking,has_balcony,has_elevator,has_security,has_storage,price,listing_year,listing_month
60,2,5,5,1958,51.7881334,19.4489194,0.84,20,0.187,0.417,0.069,0.347,0.221,0.44,0.255,1,1,1,1,1,440000,2024,2
79.3,4,2,2,,51.7774,19.45958,0.56,26,0.094,0.543,0.47,0.054,0.116,0.536,0.175,1,1,1,1,0,530000,2024,2
37,2,3,4,,51.7289,19.4917,6.38,11,0.238,1.053,0.401,0.138,0.44,1.619,0.25,1,1,1,1,1,290000,2024,2
57.17,3,2,6,2017,51.7621,19.4674,2.33,22,0.328,0.623,0.493,0.331,0.313,0.239,0.346,1,1,1,1,0,684000,2024,2
47,2,1,11,,51.7969,19.4464,1.81,19,0.277,1.006,0.246,0.326,0.311,1.318,0.089,1,1,1,1,1,470000,2024,2
49,2,,11,,51.7608,19.5416,6.4,12,0.247,0.708,0.607,0.232,0.168,2.004,0.347,1,1,1,1,1,445000,2024,2
54.3,3,3,4,1970,51.7975,19.4499,1.81,21,0.314,0.956,0.229,0.193,0.398,1.423,0.33,1,1,1,1,1,425000,2024,2
37.84,2,6,8,,51.7976,19.3888,4.88,13,0.239,3.318,0.401,0.383,0.201,1.024,0.228,1,1,1,1,0,451000,2024,2
54,3,6,10,1970,51.7515813,19.4277088,3.81,15,0.192,0.286,0.168,0.152,0.225,1.776,0.169,1,1,1,1,1,479999,2024,2
68.24,3,,1,2019,51.73016474,19.47687149,5.91,19,0.522,0.616,0.198,0.291,0.237,0.594,0.214,1,1,1,1,0,799000,2024,2
52,2,3,3,1960,51.7812,19.4544,0.04,37,0.269,0.724,0.631,0.154,0.062,0.237,0.166,1,1,1,1,1,489000,2024,2
59.5,3,3,4,,51.7536,19.539,6.57,22,0.243,0.321,0.344,0.183,0.124,2.47,0.364,1,1,1,1,1,440000,2024,2
80,3,2,3,1945,51.7743246,19.4490319,0.89,34,0.083,0.273,0.088,0.172,0.133,1.041,0.232,1,1,1,1,1,499000,2024,2
31.3,1,3,3,1930,51.7786,19.46,0.48,23,0.164,0.647,0.593,0.148,0.057,0.419,0.245,1,1,1,1,1,219000,2024,2
36,2,4,10,1975,51.75921625,19.54013297,6.38,28,0.391,0.526,0.405,0.118,0.063,2.043,0.146,1,1,1,1,1,299000,2024,2
52.12,2,1,2,2018,51.7821,19.3663,6.09,0,1.267,3.598,1.609,0.789,1.068,2.179,1.426,1,1,1,1,0,469000,2024,2
57.9,3,4,4,1972,51.7924,19.3946,4.31,14,0.313,2.616,0.63,0.329,0.117,0.338,0.248,1,1,1,1,1,380000,2024,2
32.76,2,2,11,,51.7701,19.4753,1.9,4,0.605,0.523,0.787,0.526,0.333,0.667,0.364,1,1,1,1,0,295000,2024,2
57,3,5,9,,51.7978,19.4415,2.03,17,0.117,1.121,0.508,0.122,0.08,1.432,0.099,1,1,1,1,0,395000,2024,2
36,2,9,10,,51.7318,19.496,6.21,21,0.204,1.472,0.522,0.121,0.165,1.922,0.094,1,1,1,1,1,359000,2024,2
37,2,5,10,,51.7263,19.4659,6.19,12,0.11,1.097,0.39,0.278,0.508,0.433,0.338,1,1,1,1,1,359000,2024,2
78.3,3,2,3,,51.77726704,19.45996282,0.59,26,0.085,0.558,0.457,0.083,0.136,0.558,0.144,1,1,1,1,0,469000,2024,2
46,2,4,10,1975,51.75921625,19.54013297,6.38,28,0.391,0.526,0.405,0.118,0.063,2.043,0.146,1,1,1,1,1,405000,2024,2
52.19,3,4,4,1964,51.7801,19.4678,0.91,8,0.257,0.704,0.81,0.573,0.509,0.5,0.253,1,1,1,1,1,450000,2024,2
70.7,4,1,4,,51.7811,19.4344,1.4,8,0.294,0.83,0.786,0.37,0.711,0.844,0.417,1,1,1,1,0,400000,2024,2
61.59,2,2,4,,51.7692,19.4455,1.51,21,0.204,0.693,0.463,0.331,0.034,1.595,0.028,1,1,1,1,1,329000,2024,2
62,3,1,1,,51.778,19.5294,5.15,7,0.445,2.343,0.084,0.263,1.844,1.001,0.175,1,1,1,1,0,435000,2024,2
42.42,2,3,4,1975,51.73884925,19.39079512,6.47,12,0.301,0.935,0.621,0.161,0.203,4.219,0.206,1,1,0,1,0,340000,2024,2
37.2,2,,4,,51.7316,19.4917,6.1,15,0.095,1.335,0.228,0.162,0.192,1.625,0.163,1,1,1,1,1,260000,2024,2
37,2,2,4,1980,51.7463,19.5017,5.08,9,0.219,1.146,0.532,0.128,0.501,2.937,0.115,1,1,1,1,1,299000,2024,2
56,3,2,4,,51.7366,19.4866,5.45,16,0.156,0.953,0.133,0.236,0.115,1.466,0.146,1,1,0,1,0,600000,2024,2
55.02,2,,2,,51.7774,19.46044,0.6,26,0.071,0.594,0.464,0.113,0.168,0.554,0.124,1,1,1,1,1,365000,2024,2
124.46,5,3,3,1920,51.76521,19.44966,1.85,33,0.165,0.384,0.084,0.07,0.237,1.216,0.234,1,1,1,1,1,847000,2024,2
84.5,3,1,3,2007,51.7751,19.48,1.88,14,0.204,0.581,0.41,0.326,0.474,0.438,0.258,1,1,1,1,1,717000,2024,2
26,1,1,2,1940,51.7998,19.4564,2.04,16,0.34,1.161,0.063,0.308,0.13,1.819,0.137,1,1,1,1,0,195000,2024,2
127.77,6,4,4,2009,51.7670503,19.5571715,7.23,0,0.837,1.973,1.164,1.087,1.443,2.703,0.928,1,1,1,1,0,890000,2024,2
54,2,4,4,1955,51.7885,19.4922,2.69,1,0.744,2.124,0.987,0.783,0.055,1.562,0.683,1,1,1,1,1,380000,2024,2
51.89,2,2,4,1932,51.774,19.4134,2.97,5,0.18,0.237,0.313,0.187,0.99,1.378,0.33,1,1,1,1,1,467000,2024,2
44.77,2,3,4,2022,51.7486,19.4697,3.8,7,0.243,0.298,0.926,0.289,0.389,0.839,0.457,1,1,1,1,0,579000,2024,2
74.05,3,1,3,2007,51.73672807,19.43142414,5.23,2,0.991,1.589,0.098,0.851,0.802,1.42,0.459,1,1,1,1,0,679000,2024,2
71.2,4,4,4,1997,51.7427,19.4748,4.53,8,0.206,0.655,0.849,0.432,0.405,1.35,0.03,1,1,1,1,1,670000,2024,2
72.5,4,1,3,,51.7709492,19.4617189,1.27,41,0.31,0.717,0.17,0.032,0.195,0.807,0.18,1,1,1,1,1,560000,2024,2
80,3,4,4,,51.70359,19.47501,8.78,3,0.197,1.656,1.563,0.33,1.259,2.964,0.4,1,1,1,1,1,600000,2024,2
75.69,3,4,4,1994,51.76250146,19.46082103,2.15,50,0.183,0.392,0.536,0.244,0.103,0.484,0.274,1,1,1,1,1,570000,2024,2
73,3,5,6,,51.7960767,19.473375,2.06,9,0.339,1.488,0.175,0.303,0.462,1.901,0.345,1,1,1,1,0,749000,2024,2
41,2,,4,1974,51.75628266,19.41690803,3.83,5,0.078,0.825,0.768,0.077,0.598,2.631,0.285,1,1,1,1,1,350000,2024,2
50.66,2,7,8,1959,51.7882723,19.4606379,0.85,19,0.172,0.434,0.293,0.12,0.635,0.723,0.158,1,1,1,1,1,399000,2024,2
68.2,3,1,3,1996,51.76691277,19.48163509,2.46,10,0.098,0.322,0.925,0.235,0.314,0.894,0.306,1,1,1,1,0,540000,2024,2
46.5,4,3,3,1960,51.7329149,19.4486286,5.42,19,0.033,1.694,0.282,0.142,0.238,0.232,0.051,1,1,1,1,1,390000,2024,2
59.2,3,,10,1972,51.78574345,19.4175997,2.6,15,0.465,1.238,0.179,0.231,0.145,0.09,0.145,1,1,1,1,1,490000,2024,2
88,3,2,2,,51.7365795,19.4283261,5.32,2,0.97,1.536,0.25,1.063,0.793,1.626,0.259,1,1,1,1,0,799000,2024,2
47,2,1,1,,51.758027,19.4541139,2.61,25,0.226,0.408,0.134,0.298,0.169,1.013,0.215,1,1,0,1,0,289000,2024,2
45,2,,4,1965,51.73107385,19.50137933,6.46,14,0.076,1.618,0.738,0.054,0.446,2.285,0.131,1,1,0,1,0,389000,2024,2
45,2,2,4,1960,51.72673335,19.45907812,6.1,10,0.165,1.338,0.376,0.088,0.348,0.724,0.281,1,1,1,1,0,335000,2024,2
43.51,2,,4,1965,51.73220345,19.4922449,6.06,17,0.141,1.368,0.265,0.234,0.127,1.672,0.086,1,1,0,1,0,379000,2024,2
64.21,2,3,4,1958,51.77750843,19.47611072,1.53,30,0.049,0.475,0.264,0.056,0.135,0.106,0.118,1,1,0,1,0,455000,2024,2
31,1,5,10,1975,51.7512,19.4026,4.92,13,0.156,0.666,0.858,0.148,0.295,3.485,0.247,1,1,1,1,1,236000,2024,2
45,2,,4,,51.7914,19.3849,4.93,9,0.179,2.974,0.556,0.226,0.36,0.772,0.277,1,1,1,1,1,280000,2024,2
51.9,2,,1,2014,51.8202,19.3524,8.25,0,1.812,3.449,1.799,2.357,1.772,4.534,2.499,1,1,1,1,0,595000,2024,2
77.95,3,3,3,,51.7519,19.5504,7.36,2,0.634,1.103,0.476,0.579,0.769,3.117,0.495,1,1,1,1,0,899000,2024,2
47,2,7,11,,51.79374755,19.44584117,1.49,14,0.221,0.772,0.299,0.07,0.045,0.965,0.289,1,1,1,1,0,380000,2024,2
46.1,2,3,4,1960,51.7893201,19.4230192,2.35,14,0.186,0.829,0.418,0.271,0.069,0.474,0.429,1,1,1,1,0,320000,2024,2
46.03,2,2,11,1979,51.75685465,19.54213605,6.61,32,0.141,0.485,0.386,0.069,0.033,2.326,0.118,1,1,1,1,0,350000,2024,2
44.05,2,10,10,1975,51.72943,19.48132,6.07,9,0.236,0.857,0.286,0.334,0.267,0.901,0.505,1,1,1,1,0,420000,2024,2
45,3,2,4,1960,51.7899,19.49825,3.13,1,0.936,2.525,0.918,1.099,0.397,1.771,0.872,1,1,1,1,1,370000,2024,2
44.05,2,5,11,1975,51.731723,19.4869137,5.96,17,0.199,1.033,0.106,0.182,0.379,1.301,0.124,1,1,1,1,1,360000,2024,2
51,2,5,8,1986,51.73541,19.45765,5.13,7,0.379,1.055,0.356,0.485,0.678,0.45,0.472,1,1,1,1,0,420000,2024,2
95,3,3,5,1934,51.77143,19.46888,1.48,21,0.351,0.367,0.331,0.394,0.023,0.491,0.139,1,1,1,1,1,699000,2024,2
61.8,3,1,4,1978,51.75809,19.5331,5.99,33,0.227,0.115,0.311,0.153,0.187,1.829,0.118,1,1,1,1,1,530000,2024,2
44,2,,4,,51.73119,19.50139,6.45,14,0.086,1.628,0.728,0.057,0.433,2.286,0.12,1,1,1,1,0,399900,2024,2
48.54,2,,3,1960,51.74922,19.42587,4.1,16,0.101,0.169,0.281,0.127,0.493,1.872,0.161,1,1,1,1,1,340000,2024,2
37.19,2,3,4,,51.79276,19.47743,2,14,0.138,1.613,0.244,0.268,0.422,1.705,0.241,1,1,1,1,1,298000,2024,2
56,3,,5,,51.78588,19.43013,1.76,24,0.287,0.449,0.497,0.16,0.455,0.774,0.061,1,1,1,1,0,459000,2024,2
37.05,2,3,4,1979,51.73443,19.50241,6.18,16,0.14,1.955,0.541,0.202,0.173,2.405,0.198,1,1,1,1,1,266000,2024,2
45,2,,4,,51.7852,19.4246,2.12,13,0.285,0.807,0.133,0.072,0.409,0.402,0.381,1,1,1,1,1,295000,2024,2
42.42,2,4,4,,51.7388,19.3938,6.34,10,0.362,0.867,0.648,0.034,0.029,4.013,0.025,1,1,1,1,1,309000,2024,2
45.53,2,4,4,1970,51.7646679,19.5077276,4.1,10,0.252,1.016,1.317,0.167,0.342,1.103,0.099,1,1,0,1,0,370000,2024,2
84.35,4,4,4,1979,51.75463679,19.55029845,7.22,5,0.409,1.026,0.187,0.385,0.601,2.903,0.208,1,1,1,1,1,690000,2024,2
110.7,4,3,3,1910,51.7733001,19.4627116,1.06,29,0.121,0.625,0.069,0.155,0.188,0.603,0.231,1,1,1,1,1,539000,2024,2
29,1,4,4,1975,51.74620126,19.50167647,5.08,9,0.208,1.156,0.534,0.134,0.503,2.929,0.104,1,1,0,1,0,239000,2024,2
60,2,2,3,2018,51.8002,19.4457,2.17,11,0.508,1.347,0.575,0.021,0.465,1.681,0.43,1,1,1,1,0,599900,2024,2
36,2,1,4,,51.7302,19.4975,6.42,16,0.124,1.375,0.653,0.175,0.361,2.014,0.155,1,1,1,1,1,305000,2024,2
53.14,2,3,4,1955,51.7337983,19.465099,5.35,14,0.134,0.562,0.356,0.072,0.441,0.484,0.316,1,1,1,1,1,440000,2024,2
61.6,3,,4,1976,51.7555,19.529,5.87,18,0.176,0.335,0.075,0.146,0.344,1.958,0.222,1,1,0,1,0,484000,2024,2
37.19,2,3,4,1960,51.7885,19.4922,2.69,1,0.744,2.124,0.987,0.783,0.055,1.562,0.683,1,1,1,1,1,275000,2024,2
37.2,2,8,11,,51.736646,19.5001352,5.89,22,0.25,1.878,0.33,0.184,0.183,2.32,0.157,1,1,1,1,1,339900,2024,2
104,5,3,5,1908,51.7741072,19.4480807,0.94,26,0.138,0.342,0.055,0.128,0.089,1.098,0.249,1,1,1,1,0,790000,2024,2
42,2,,4,,51.75849795,19.45621258,2.56,42,0.348,0.255,0.22,0.27,0.018,0.993,0.061,1,1,1,1,1,360000,2024,2
48,2,3,4,1963,51.74012,19.45439,4.6,5,0.118,1.393,0.545,0.339,0.648,0.713,0.259,1,1,0,1,0,432000,2024,2
113,5,2,4,,51.7673,19.4777,2.23,9,0.278,0.506,0.845,0.283,0.04,0.795,0.373,1,1,1,1,1,990000,2024,2
37,2,2,4,1970,51.79539881,19.38408852,5.1,14,0.256,3.33,0.113,0.31,0.202,1.036,0.196,1,1,1,1,1,364000,2024,2
55,3,2,10,1974,51.73177,19.48683,5.95,16,0.194,1.026,0.111,0.186,0.372,1.296,0.12,1,1,1,1,1,470000,2024,2
46,2,,4,1975,51.74202,19.47541,4.62,9,0.28,0.735,0.797,0.479,0.338,1.423,0.108,1,1,1,1,1,330000,2024,2
35,2,1,4,1960,51.79237,19.41749,2.83,8,0.32,1.278,0.243,0.167,0.548,0.233,0.239,1,1,1,1,0,325000,2024,2
52.48,3,,3,,51.75988,19.4722,2.69,12,0.368,0.736,0.856,0.371,0.16,0.593,0.524,1,1,1,1,0,460000,2024,2
60,2,5,6,1958,51.7772,19.4519,0.52,54,0.267,0.281,0.397,0.12,0.127,0.666,0.188,1,1,1,1,1,440000,2024,2
27.67,1,10,11,1974,51.7384892,19.4949931,5.53,20,0.237,1.562,0.216,0.224,0.135,2.074,0.052,1,1,1,1,0,220000,2024,2
53,2,2,4,1959,51.7843452,19.43227745,1.58,16,0.104,0.504,0.666,0.089,0.603,0.868,0.243,1,1,1,1,1,460000,2024,2
53.92,2,3,4,2021,51.7957599,19.4873055,2.74,3,0.144,2.357,0.803,0.428,0.594,2.224,0.467,1,1,1,1,0,555376,2024,2
27.39,1,4,4,1930,51.7719953,19.4380331,1.56,8,0.32,1.071,0.287,0.49,0.348,1.53,0.184,1,1,0,1,0,219000,2024,2
58,2,1,3,,51.7661,19.468,1.94,11,0.405,0.824,0.174,0.434,0.06,0.212,0.648,1,1,1,1,0,359000,2024,2
33,2,,2,,51.7856,19.436,1.37,19,0.173,0.336,0.64,0.144,0.42,0.611,0.307,1,1,1,1,0,225000,2024,2
36.02,2,4,4,1960,51.78051,19.4248595,2.06,11,0.261,0.992,0.533,0.227,0.474,0.729,0.243,1,1,1,1,1,369000,2024,2
30,1,,4,2014,51.7681197,19.4229705,2.65,1,0.723,0.716,0.604,0.635,0.478,1.999,0.674,1,1,1,1,1,305000,2024,2
65,4,4,4,1960,51.77100038,19.44421291,1.38,19,0.126,0.731,0.411,0.405,0.207,1.535,0.193,1,1,1,1,1,540345,2024,2
44.45,3,1,4,2017,51.77246064,19.43764687,1.55,8,0.373,1.083,0.343,0.494,0.326,1.489,0.224,1,1,0,1,0,369520,2024,2
47.18,2,3,4,1930,51.7569,19.47202,2.98,9,0.039,0.596,0.791,0.04,0.455,0.88,0.495,1,1,0,1,0,265000,2024,2
45,2,4,4,1969,51.79780065,19.37580585,5.73,22,0.219,3.918,0.083,0.145,0.169,1.653,0.068,1,1,1,1,1,295000,2024,2
91,4,,3,1994,51.77435972,19.53547239,5.61,3,0.739,1.931,0.589,0.356,1.646,1.187,0.43,1,1,1,1,1,613850,2024,2
45,2,,3,,51.7808896,19.4250084,2.05,9,0.235,1.032,0.496,0.236,0.511,0.7,0.236,1,1,1,1,0,580000,2024,2
73.51,3,5,5,2017,51.79458964,19.47240824,1.89,6,0.183,1.353,0.326,0.296,0.604,1.728,0.514,1,1,1,1,1,790000,2024,2
72.28,3,2,4,1912,51.7705365,19.4553687,1.22,63,0.424,0.498,0.214,0.213,0.041,1.076,0.107,1,1,1,1,1,545000,2024,2
58,2,,,,51.7578283,19.4115513,3.97,4,0.379,0.97,1.08,0.305,0.476,3.036,0.665,1,1,0,1,0,350000,2024,2
100.54,4,1,2,1890,51.77544255,19.45473623,0.67,38,0.146,0.145,0.138,0.301,0.076,0.761,0.1,1,1,1,1,1,599000,2024,2
63,3,5,10,,51.8064416,19.460037,2.8,1,0.452,1.93,0.819,0.6,0.592,2.594,0.91,1,1,1,1,1,529000,2024,2
40.18,2,2,4,2021,51.7362152,19.4082221,5.97,0,0.905,1.113,0.55,0.653,0.664,2.995,0.55,1,1,1,1,0,520000,2024,2
43,2,,,,51.7717005,19.444958,1.28,21,0.072,0.646,0.376,0.372,0.251,1.441,0.245,1,1,1,1,1,405000,2024,2
44.7,2,3,4,,51.7909,19.4051,3.57,11,0.078,2.074,0.385,0.379,0.821,0.512,0.328,1,1,1,1,1,285000,2024,2
86.05,3,3,3,2001,51.7155363,19.47548,7.47,7,0.444,0.662,0.377,0.387,0.576,1.674,0.04,1,1,1,1,0,699000,2024,2
78,4,4,10,,51.7909,19.4051,3.57,11,0.078,2.074,0.385,0.379,0.821,0.512,0.328,1,1,1,1,1,595000,2024,2
43.8,2,4,4,1970,51.7347,19.502,6.14,16,0.132,1.963,0.503,0.21,0.137,2.384,0.16,1,1,1,1,1,306000,2024,2
28.54,2,2,3,1945,51.7975728,19.43555117,2.22,17,0.176,1.003,0.108,0.089,0.199,1.528,0.224,1,1,1,1,0,184000,2024,2
28.4,1,4,4,1963,51.7948639,19.4232664,2.63,0,0.553,1.07,0.693,0.517,0.648,0.694,0.686,1,1,1,1,1,222000,2024,2
40.5,2,3,4,1964,51.73468048,19.48938489,5.73,23,0.142,1.132,0.193,0.21,0.318,1.549,0.26,1,1,1,1,1,299000,2024,2
99.65,3,1,3,1897,51.7710345,19.4380567,1.64,8,0.269,1.03,0.182,0.453,0.367,1.631,0.195,1,1,1,1,1,680000,2024,2
42,2,1,4,,51.79562,19.43774,1.96,17,0.14,0.808,0.361,0.174,0.215,1.269,0.139,1,1,1,1,1,350000,2024,2
46.5,2,1,10,1976,51.78888586,19.44330752,1.14,16,0.225,0.572,0.393,0.333,0.23,0.435,0.112,1,1,1,1,1,310000,2024,2
38.3,2,2,11,1982,51.79434,19.37587,5.61,18,0.158,3.656,0.307,0.28,0.216,1.467,0.107,1,1,1,1,1,290000,2024,2
38,2,4,4,1975,51.7924,19.3863,4.86,12,0.051,2.983,0.48,0.08,0.35,0.724,0.172,1,1,1,1,1,260000,2024,2
36.2,2,1,4,1970,51.7939,19.3844,5.03,14,0.242,3.193,0.278,0.193,0.165,0.921,0.076,1,1,1,1,1,255000,2024,2
38.2,2,2,11,1977,51.79837,19.45837,1.89,16,0.159,1.029,0.146,0.234,0.221,1.745,0.225,1,1,1,1,1,437000,2024,2
67.94,3,3,3,2013,51.78263,19.53425,5.47,2,0.192,2.845,0.531,0.316,1.851,1.603,0.53,1,1,1,1,0,737000,2024,2
66.2,3,,4,1980,51.78588,19.43013,1.76,24,0.287,0.449,0.497,0.16,0.455,0.774,0.061,1,1,1,1,1,457000,2024,2
46,2,,4,,51.79541,19.38801,4.85,18,0.08,3.156,0.335,0.182,0.326,0.848,0.243,1,1,1,1,1,328000,2024,2
62.71,3,,10,1980,51.79134,19.44341,1.34,13,0.342,0.655,0.552,0.201,0.36,0.702,0.38,1,1,1,1,1,389000,2024,2
78,4,4,4,1860,51.7723494,19.4520467,1.04,43,0.139,0.274,0.294,0.128,0.24,1.144,0.235,1,1,1,1,1,470000,2024,2
70.28,3,3,3,2017,51.73674,19.57263,9.52,6,0.393,3.3,0.838,0.324,0.302,,0.354,1,1,1,1,0,850000,2024,2
54.7,3,3,7,,51.74942,19.49932,4.7,10,0.309,0.953,0.407,0.279,0.365,2.57,0.335,1,1,1,1,0,640000,2024,2
86.1,3,1,3,1998,51.81992,19.42424,4.76,14,0.106,0.736,0.401,0.141,0.375,3.07,0.4,1,1,1,1,0,660000,2024,2
26.68,1,4,4,1970,51.7975828,19.3947318,4.5,10,0.18,2.946,0.701,0.313,0.136,0.908,0.082,1,1,1,1,1,219000,2024,2
63.85,2,,1,1935,51.77631,19.41128,3.05,4,0.122,0.503,0.165,0.387,1.096,1.189,0.166,1,1,1,1,0,438000,2024,2
67.53,3,9,10,,51.7558,19.5313,5.99,27,0.096,0.19,0.214,0.079,0.184,1.991,0.06,1,1,1,1,1,505000,2024,2
56.9,3,,5,2022,51.753016,19.4786662,3.57,12,0.229,0.328,0.296,0.489,0.158,1.475,0.371,1,1,1,1,0,546240,2024,2
63.5,4,3,4,,51.81922,19.42715,4.6,14,0.148,0.755,0.203,0.181,0.219,3.188,0.291,1,1,1,1,0,500000,2024,2
74,4,3,4,1988,51.81926,19.43312,4.45,10,0.515,0.405,0.209,0.498,0.195,3.305,0.132,1,1,1,1,0,615000,2024,2
53,2,3,4,1980,51.72012,19.48999,7.24,17,0.085,0.286,0.211,0.153,0.165,1.851,0.249,1,1,1,1,0,430000,2024,2
36.24,2,2,4,,51.7426,19.4962,5.18,16,0.093,1.363,0.567,0.186,0.271,2.386,0.142,1,1,1,1,1,329000,2024,2
40.52,2,1,2,1950,51.7917,19.4758,1.84,14,0.185,1.479,0.207,0.15,0.433,1.575,0.158,1,1,1,1,1,229000,2024,2
27.06,1,7,10,1977,51.764078,19.508648,4.18,10,0.161,0.947,1.355,0.256,0.296,1.111,0.083,1,1,1,1,0,215000,2024,2
46,2,3,5,,51.77577115,19.4620592,0.81,24,0.142,0.637,0.276,0.178,0.302,0.585,0.107,1,1,1,1,0,365000,2024,2
44.93,2,4,4,1975,51.78171915,19.48637605,2.17,9,0.463,1.31,0.583,0.127,0.122,0.895,0.13,1,1,1,1,1,425000,2024,2
36,2,4,4,,51.73644,19.48425,5.41,19,0.127,0.79,0.292,0.262,0.261,1.319,0.299,1,1,1,1,1,299000,2024,2
39,2,2,4,2006,51.78068,19.48475,2.06,12,0.468,1.15,0.427,0.262,0.072,0.794,0.058,1,1,1,1,0,400000,2024,2
30,1,3,4,1930,51.77095715,19.44168208,1.48,15,0.073,0.882,0.26,0.555,0.311,1.586,0.109,1,1,1,1,1,269000,2024,2
34.63,1,6,10,,51.7163,19.484,7.52,24,0.195,0.113,0.161,0.137,0.086,1.862,0.189,1,1,1,1,1,295000,2024,2
40.6,2,4,4,,51.7325,19.50064,6.3,17,0.213,1.71,0.58,0.064,0.281,2.249,0.039,1,1,1,1,1,349000,2024,2
53.61,3,3,4,,51.72579,19.45179,6.2,8,0.171,1.791,0.265,0.134,0.289,0.908,0.284,1,1,1,1,1,430000,2024,2
37,2,1,4,1970,51.732,19.5035,6.45,12,0.254,1.793,0.757,0.187,0.409,2.438,0.2,1,1,1,1,1,280000,2024,2
45,2,3,3,1960,51.78015,19.45691,0.21,28,0.298,0.659,0.672,0.199,0.184,0.217,0.244,1,1,1,1,1,354999,2024,2
40,2,,4,,51.74849,19.56889,8.67,5,0.712,2.429,0.522,0.333,0.599,4.327,0.177,1,1,1,1,0,300000,2024,2
56.9,3,,10,1980,51.7709492,19.4617189,1.27,41,0.31,0.717,0.17,0.032,0.195,0.807,0.18,1,1,1,1,0,540000,2024,2
56.41,3,3,4,1980,51.7464544,19.4096279,4.98,22,0.227,0.169,0.37,0.065,0.218,2.998,0.156,1,1,1,1,1,399950,2024,2
45,2,3,3,1954,51.78443,19.46125,0.55,14,0.326,0.718,0.538,0.173,0.532,0.366,0.28,1,1,1,1,0,355000,2024,2
47.22,3,4,4,,51.7428858,19.4933013,5.05,15,0.126,1.213,0.523,0.231,0.342,2.248,0.247,1,1,1,1,0,414500,2024,2
55.7,2,5,5,,51.7525157,19.4767132,3.56,12,0.121,0.438,0.442,0.556,0.031,1.397,0.439,1,1,1,1,0,679540,2024,2
44.5,2,4,4,1979,51.76023,19.5234,5.28,9,0.406,0.76,0.694,0.276,0.158,1.339,0.088,1,1,1,1,0,386000,2024,2
27.78,1,,3,1932,51.73432,19.47532,5.43,31,0.189,0.186,0.305,0.093,0.201,0.691,0.192,1,1,1,1,1,235000,2024,2
49.59,2,3,4,,51.7293323,19.4463273,5.83,13,0.068,1.945,0.548,0.414,0.236,0.627,0.264,1,1,0,1,0,400000,2024,2
36.24,2,1,4,,51.7288124,19.4882162,6.3,8,0.246,0.976,0.342,0.215,0.579,1.38,0.454,1,1,1,1,1,345000,2024,2
58.47,3,1,23,1979,51.7574,19.4601,2.71,52,0.16,0.183,0.222,0.426,0.106,0.907,0.155,1,1,1,1,0,430000,2024,2
33,2,2,4,,51.8167,19.5721,8.97,0,2.78,,4.97,3.357,1.322,,2.833,1,1,1,1,1,285000,2024,2
62.5,3,4,4,2001,51.80634,19.32427,9.39,4,0.101,2.144,0.109,0.121,0.438,,0.69,1,1,1,1,0,400000,2024,2
47,2,7,10,1979,51.79329,19.44595,1.44,12,0.246,0.735,0.329,0.091,0.091,0.915,0.34,1,1,1,1,1,380000,2024,2
36.52,2,4,4,,51.73390978,19.49642153,6.02,26,0.175,1.621,0.304,0.137,0.222,1.99,0.224,1,1,1,1,1,289000,2024,2
42.42,2,,4,1980,51.81950015,19.42849158,4.59,15,0.235,0.716,0.12,0.252,0.136,3.181,0.209,1,1,1,1,0,399000,2024,2
52,3,,4,,51.7396,19.4482,4.68,9,0.292,1.776,0.645,0.298,0.411,0.669,0.675,1,1,0,1,0,270000,2024,2
41.63,2,,4,,51.76524,19.50607,3.97,10,0.162,1.094,1.238,0.092,0.454,1.141,0.191,1,1,1,1,0,330000,2024,2
31,2,,4,1910,51.750281,19.488437,4.17,10,0.446,0.411,0.502,0.273,0.095,2.13,0.375,1,1,1,1,0,307750,2024,2
68.55,3,1,3,2018,51.7108,19.4768,8.01,1,0.596,0.898,0.838,0.57,0.646,2.205,0.499,1,1,1,1,0,822600,2024,2
53.62,2,4,5,,51.7436721,19.46744946,4.3,16,0.139,0.709,0.438,0.133,0.432,0.865,0.309,1,1,1,1,0,294000,2024,2
65.5,3,1,24,,51.7574,19.46013,2.71,52,0.158,0.183,0.223,0.425,0.108,0.906,0.156,1,1,1,1,0,481000,2024,2
44.4,2,3,5,,51.7183072,19.4734251,7.14,8,0.442,0.786,0.37,0.437,0.401,1.339,0.157,1,1,1,1,0,511400,2024,2
54.71,2,3,4,1960,51.7470491,19.4857143,4.38,12,0.147,0.552,0.589,0.168,0.239,1.947,0.033,1,1,0,1,0,449000,2024,2
36,2,,4,1960,51.736703,19.449062,5,16,0.098,1.655,0.336,0.104,0.243,0.351,0.35,1,1,1,1,1,239000,2024,2
43,2,4,4,,51.79247916,19.41215396,3.17,8,0.345,1.631,0.125,0.483,0.689,0.102,0.096,1,1,1,1,1,355000,2024,2
37,2,2,4,1969,51.74186,19.49715,5.29,17,0.131,1.468,0.602,0.253,0.197,2.392,0.227,1,1,1,1,0,329000,2024,2
55.04,4,4,10,,51.7676,19.4724,1.97,7,0.553,0.74,0.493,0.54,0.222,0.514,0.481,1,1,1,1,0,704512,2024,2
