area_sqm,rooms,floor,floor_count,build_year,latitude,longitude,distance_to_center,poi_count,distance_to_school,distance_to_healthcare,distance_to_post_office,distance_to_kindergarten,distance_to_restaurant,distance_to_college,distance_to_pharmacy,has_parking,has_balcony,has_elevator,has_security,has_storage,price,listing_year,listing_month
41,2,,,2025,,,,,,,,,,,,0,0,1,1,,371300,2025,4
54.2,3,,,2025,,,,,,,,,,,,0,0,1,1,,465600,2025,4
68.5,4,,,2025,,,,,,,,,,,,0,0,1,1,,567000,2025,4
38,2,,,2025,,,,,,,,,,,,0,0,1,1,,354500,2025,4
32,2,,,2024,,,,,,,,,,,,0,0,1,1,,328300,2025,4
39,2,,,2024,,,,,,,,,,,,0,0,1,1,,381700,2025,4
26,1,,,2025,,,,,,,,,,,,0,0,1,1,,258850,2025,4
80,,,,2024,,,,,,,,,,,,0,0,1,1,,661850,2025,4
44.1,3,,,2025,,,,,,,,,,,,0,0,1,1,,425200,2025,4
68,4,,,,,,,,,,,,,,,0,0,1,1,,566900,2025,4
51,3,,,2025,,,,,,,,,,,,0,0,1,1,,470100,2025,4
40.1,2,,,2025,,,,,,,,,,,,0,0,1,1,,389900,2025,4
57,3,,,,,,,,,,,,,,,0,0,1,1,,484000,2025,4
63.56,4,,,,,,,,,,,,,,,0,0,1,0,,519000,2025,4
26,1,,,,,,,,,,,,,,,0,0,1,1,,261000,2025,4
38,2,,,,,,,,,,,,,,,0,0,1,1,,353900,2025,4
52.38,2,,,2009,,,,,,,,,,,,0,0,1,0,,560000,2025,4
61,4,,,,,,,,,,,,,,,0,0,1,1,,556000,2025,4
80.5,3,,,2006,,,,,,,,,,,,0,0,1,0,,795000,2025,4
47.64,2,,,2019,,,,,,,,,,,,0,0,1,1,,599000,2025,4
32.5,2,,,1900,,,,,,,,,,,,0,0,1,1,,305000,2025,4
37,2,,,,,,,,,,,,,,,0,0,1,0,,279000,2025,4
41.09,2,,,2023,,,,,,,,,,,,0,0,1,1,,620459,2025,4
80,4,,,,,,,,,,,,,,,0,0,1,1,,661700,2025,4
79.46,4,,,2024,,,,,,,,,,,,0,0,1,1,,664723,2025,4
46.85,3,,,2025,,,,,,,,,,,,0,0,1,1,,452219,2025,4
42.42,2,,,1980,,,,,,,,,,,,0,0,1,0,,365000,2025,4
42.84,2,,,2025,,,,,,,,,,,,0,0,1,1,,401817,2025,4
43.36,2,,,2025,,,,,,,,,,,,0,0,1,1,,427833,2025,4
30.13,1,,,2025,,,,,,,,,,,,0,0,1,1,,311981,2025,4
66.07,4,,,2025,,,,,,,,,,,,0,0,1,1,,693140,2025,4
29.76,1,,,2025,,,,,,,,,,,,0,0,1,1,,306989,2025,4
45.56,3,,,2025,,,,,,,,,,,,0,0,1,1,,457208,2025,4
39.49,2,,,2025,,,,,,,,,,,,0,0,1,1,,422760,2025,4
35.4,2,4,,,,,,,,,,,,,,0,0,1,0,,315000,2025,4
42.91,2,,,2025,,,,,,,,,,,,0,0,1,1,,486985,2025,4
45.81,3,,,2025,,,,,,,,,,,,0,0,1,1,,447184,2025,4
71.46,4,,,,,,,,,,,,,,,0,0,1,1,,994000,2025,4
25.38,1,,,2025,,,,,,,,,,,,0,0,1,1,,260841,2025,4
41,2,,,2025,,,,,,,,,,,,0,0,1,1,,366553,2025,4
59.3,3,,,201,,,,,,,,,,,,0,0,1,0,,769000,2025,4
52,3,,,2025,,,,,,,,,,,,0,0,1,1,,459000,2025,4
56.29,3,,,2023,,,,,,,,,,,,0,0,1,0,,562900,2025,4
32.62,2,,,2025,,,,,,,,,,,,0,0,1,1,,335252,2025,4
41.69,2,,,2013,,,,,,,,,,,,0,0,1,0,,410000,2025,4
73.1,3,4,,1970,,,,,,,,,,,,0,0,1,0,,559000,2025,4
78.85,,,,2024,,,,,,,,,,,,0,0,1,0,,668844,2025,4
32,2,,,,,,,,,,,,,,,0,0,1,1,,328000,2025,4
50.75,3,,,,,,,,,,,,,,,0,0,1,0,,473928,2025,4
63.5,3,,,2025,,,,,,,,,,,,0,0,1,1,,588113,2025,4
54.66,3,,,,,,,,,,,,,,,0,0,1,1,,425000,2025,4
52.88,3,,,2022,,,,,,,,,,,,0,0,1,0,,695000,2025,4
41.82,2,,,2025,,,,,,,,,,,,0,0,1,1,,485112,2025,4
83.2,4,,,2025,,,,,,,,,,,,0,0,1,1,,788617,2025,4
48.16,3,3,,,,,,,,,,,,,,0,0,1,1,,546000,2025,4
21,1,,,,,,,,,,,,,,,0,0,1,0,,159000,2025,4
45.74,2,,,2025,,,,,,,,,,,,0,0,1,1,,439000,2025,4
80,4,,,,,,,,,,,,,,,0,0,1,1,,661700,2025,4
54,3,,,,,,,,,,,,,,,0,0,1,1,,467000,2025,4
42.42,2,,,1980,,,,,,,,,,,,0,0,1,0,,365000,2025,4
26,1,,,,,,,,,,,,,,,0,0,1,1,,261000,2025,4
45.13,2,,,1974,,,,,,,,,,,,0,0,1,0,,425000,2025,4
50,3,,,2010,,,,,,,,,,,,0,0,1,1,,325000,2025,4
65.5,3,,,2025,,,,,,,,,,,,0,0,1,1,,535897,2025,4
32.15,2,,,2025,,,,,,,,,,,,0,0,1,1,,9900231.011,2025,4
88.9,3,,,2012,,,,,,,,,,,,0,0,1,1,,969999,2025,4
61.35,3,,,2023,,,,,,,,,,,,0,0,1,0,,552150,2025,4
59.53,3,,,2024,,,,,,,,,,,,0,0,1,0,,565535,2025,4
44.76,2,,,2025,,,,,,,,,,,,0,0,1,0,,418640,2025,4
51.09,3,,,,,,,,,,,,,,,0,0,1,1,,399000,2025,4
40.06,1,,,2026,,,,,,,,,,,,0,0,1,0,,498750,2025,4
26,2,,,1920,,,,,,,,,,,,0,0,1,1,,252000,2025,4
33,,,,,,,,,,,,,,,,0,0,1,0,,349500,2025,4
13.37,1,,,,,,,,,,,,,,,0,0,1,0,,205000,2025,4
38,2,,,2025,,,,,,,,,,,,0,0,1,1,,354500,2025,4
91.74,3,,,2023,,,,,,,,,,,,0,0,1,1,,1425000,2025,4
41,2,,,2025,,,,,,,,,,,,0,0,1,1,,371300,2025,4
54.2,3,,,2025,,,,,,,,,,,,0,0,1,1,,465600,2025,4
94.23,4,,,2023,,,,,,,,,,,,0,0,1,0,,1490000,2025,4
32,2,,,2024,,,,,,,,,,,,0,0,1,1,,328300,2025,4
68.5,4,,,2025,,,,,,,,,,,,0,0,1,1,,567000,2025,4
80,,,,2024,,,,,,,,,,,,0,0,1,1,,661850,2025,4
39,2,,,2024,,,,,,,,,,,,0,0,1,1,,381700,2025,4
26,1,,,2025,,,,,,,,,,,,0,0,1,1,,258850,2025,4
44.1,3,,,2025,,,,,,,,,,,,0,0,1,1,,425200,2025,4
54,3,,,,,,,,,,,,,,,0,0,1,1,,467000,2025,4
40.1,2,,,2025,,,,,,,,,,,,0,0,1,1,,389900,2025,4
32,1,,,1977,,,,,,,,,,,,0,0,1,1,,289000,2025,4
51,3,,,2025,,,,,,,,,,,,0,0,1,1,,470100,2025,4
45.8,2,,,,,,,,,,,,,,,0,0,1,0,,350000,2025,4
107,4,,,2008,,,,,,,,,,,,0,0,1,0,,709000,2025,4
40.87,2,,,1979,,,,,,,,,,,,0,0,1,0,,439000,2025,4
60,2,,,1927,,,,,,,,,,,,0,0,1,0,,259000,2025,4
61.14,3,,,2011,,,,,,,,,,,,0,0,1,0,,590000,2025,4
40,2,,,1914,,,,,,,,,,,,0,0,1,0,,380000,2025,4
25.38,1,,,2025,,,,,,,,,,,,0,0,1,1,,260817,2025,4
45,2,,,,,,,,,,,,,,,0,0,1,0,,315000,2025,4
26,1,,,2024,,,,,,,,,,,,0,0,1,1,,261000,2025,4
55,3,,,2024,,,,,,,,,,,,0,0,1,1,,466000,2025,4
61,4,,,2024,,,,,,,,,,,,0,0,1,1,,556000,2025,4
32.62,2,1,,2024,,,,,,,,,,,,0,0,1,1,,335219,2025,4
36.21,2,,,2024,,,,,,,,,,,,0,0,1,1,,357990,2025,4
79.46,4,1,,2024,,,,,,,,,,,,0,0,1,1,,661623,2025,4
85,3,,,2017,,,,,,,,,,,,0,0,1,1,,989000,2025,4
43,1,,,,,,,,,,,,,,,0,0,1,0,,260000,2025,4
53,3,,,1980,,,,,,,,,,,,0,0,1,0,,499900,2025,4
35.27,2,,,2025,,,,,,,,,,,,0,0,1,1,,347321,2025,4
44.57,2,,,1972,,,,,,,,,,,,0,0,1,0,,375000,2025,4
41.29,2,,,2025,,,,,,,,,,,,0,0,1,1,,418680,2025,4
69.46,4,,,2025,,,,,,,,,,,,0,0,1,1,,766630,2025,4
35.59,2,,,2025,,,,,,,,,,,,0,0,1,1,,381009,2025,4
36.19,2,,,2025,,,,,,,,,,,,0,0,1,1,,413543,2025,4
56.1,3,,,2025,,,,,,,,,,,,0,0,1,1,,517438,2025,4
45.81,3,,,2025,,,,,,,,,,,,0,0,1,1,,442181,2025,4
40.94,2,,,2025,,,,,,,,,,,,0,0,1,1,,427106,2025,4
39.77,2,,,2024,,,,,,,,,,,,0,0,1,1,,390084,2025,4
49.54,3,,,,,,,,,,,,,,,0,0,1,1,,542909,2025,4
27.53,1,,,2025,,,,,,,,,,,,0,0,1,1,,286133,2025,4
51,3,,,2025,,,,,,,,,,,,0,0,1,1,,470100,2025,4
37.82,2,1,,2025,,,,,,,,,,,,0,0,1,1,,357682,2025,4
40.95,2,1,,2025,,,,,,,,,,,,0,0,1,1,,371314,2025,4
68.44,4,1,,2025,,,,,,,,,,,,0,0,1,1,,567196,2025,4
54.15,3,2,,2025,,,,,,,,,,,,0,0,1,1,,465662,2025,4
60.14,3,,,,,,,,,,,,,,,0,0,1,0,,419000,2025,4
61,3,,,,,,,,,,,,,,,0,0,1,0,,820000,2025,4
51,2,,,1981,,,,,,,,,,,,0,0,1,0,,459000,2025,4
32.62,2,,,2025,,,,,,,,,,,,0,0,1,0,,335169,2025,4
42.42,2,,,,,,,,,,,,,,,0,0,1,0,,338000,2025,4
79.46,4,,,2025,,,,,,,,,,,,0,0,1,0,,666602,2025,4
54.7,2,,,1960,,,,,,,,,,,,0,0,1,0,,399000,2025,4
88.04,3,,,1920,,,,,,,,,,,,0,0,1,0,,480000,2025,4
45,2,,,,,,,,,,,,,,,0,0,1,0,,449970,2025,4
45.13,2,,,1971,,,,,,,,,,,,0,0,1,1,,360000,2025,4
56.12,3,,,1980,,,,,,,,,,,,0,0,1,0,,548000,2025,4
46.97,2,,,1958,,,,,,,,,,,,0,0,1,0,,313000,2025,4
28.5,1,,,,,,,,,,,,,,,0,0,1,0,,213000,2025,4
32.5,2,,,1976,,,,,,,,,,,,0,0,1,0,,365000,2025,4
52,3,2,,2025,,,,,,,,,,,,0,0,1,0,,420000,2025,4
34,2,,,,,,,,,,,,,,,0,0,1,0,,236900,2025,4
51.4,2,,,1979,,,,,,,,,,,,0,0,1,0,,430000,2025,4
36.48,2,,,1960,,,,,,,,,,,,0,0,1,0,,330000,2025,4
57.61,3,,,1960,,,,,,,,,,,,0,0,1,0,,499000,2025,4
79.46,4,,,2025,,,,,,,,,,,,0,0,1,0,,661626,2025,4
32.62,1,,,2025,,,,,,,,,,,,0,0,1,0,,335222,2025,4
62.13,2,,,2024,,,,,,,,,,,,0,0,1,0,,966500,2025,4
50.01,2,,,1986,,,,,,,,,,,,0,0,1,0,,455000,2025,4
45,2,,,,,,,,,,,,,,,0,0,1,0,,380000,2025,4
32.5,2,,,1970,,,,,,,,,,,,0,0,1,0,,372000,2025,4
42.5,2,,,1970,,,,,,,,,,,,0,0,1,1,,419000,2025,4
40.95,2,1,,2025,,,,,,,,,,,,0,0,1,1,,371314,2025,4
56.64,3,,,,,,,,,,,,,,,0,0,1,0,,550000,2025,4
38.27,2,,,2025,,,,,,,,,,,,0,0,1,1,,388668,2025,4
80,4,,,2024,,,,,,,,,,,,0,0,1,1,,709000,2025,4
25.4,1,,,2025,,,,,,,,,,,,0,0,1,1,,258800,2025,4
41.18,2,,,2015,,,,,,,,,,,,0,0,1,1,,449000,2025,4
41.93,2,3,,,,,,,,,,,,,,0,0,1,1,,485000,2025,4
29.5,1,,,,,,,,,,,,,,,0,0,1,0,,219000,2025,4
62.15,4,,,1980,,,,,,,,,,,,0,0,1,1,,599900,2025,4
31,1,,,1980,,,,,,,,,,,,0,0,1,0,,225000,2025,4
15.5,1,,,1945,,,,,,,,,,,,0,0,1,1,,162750,2025,4
40,2,,,1970,,,,,,,,,,,,0,0,1,0,,259970,2025,4
27.58,2,,,,,,,,,,,,,,,0,0,1,0,,209000,2025,4
19.5,1,,,1956,,,,,,,,,,,,0,0,1,0,,204750,2025,4
15.5,1,,,1920,,,,,,,,,,,,0,0,1,1,,178250,2025,4
62,3,,,1981,,,,,,,,,,,,0,0,1,0,,445000,2025,4
36.11,2,6,,,,,,,,,,,,,,0,0,1,0,,353000,2025,4
37,2,,,,,,,,,,,,,,,0,0,1,0,,357000,2025,4
62.88,3,,,2025,,,,,,,,,,,,0,0,1,0,,552086,2025,4
32,2,,,,,,,,,,,,,,,0,0,1,0,,327000,2025,4
50,3,,,,,,,,,,,,,,,0,0,1,0,,461000,2025,4
59,4,,,,,,,,,,,,,,,0,0,1,0,,528000,2025,4
45.94,2,,,2025,,,,,,,,,,,,0,0,1,1,,383000,2025,4
68,4,,,,,,,,,,,,,,,0,0,1,1,,566900,2025,4
74.63,3,,,2008,,,,,,,,,,,,0,0,1,0,,699000,2025,4
37.1,2,,,1970,,,,,,,,,,,,0,0,1,0,,280000,2025,4
23.79,1,,,1965,,,,,,,,,,,,0,0,1,0,,235000,2025,4
30,1,,,2024,,,,,,,,,,,,0,0,1,1,,387000,2025,4
54,3,,,,,,,,,,,,,,,0,0,1,1,,465900,2025,4
38,2,,,,,,,,,,,,,,,0,0,1,1,,353900,2025,4
57.85,4,,,,,,,,,,,,,,,0,0,1,0,,412000,2025,4
50,3,,,,,,,,,,,,,,,0,0,1,0,,685000,2025,4
56.64,3,,,,,,,,,,,,,,,0,0,1,0,,550000,2025,4
43.35,2,,,2025,,,,,,,,,,,,0,0,1,1,,435342,2025,4
25.41,1,,,2025,,,,,,,,,,,,0,0,1,1,,320089,2025,4
54.43,2,,,,,,,,,,,,,,,0,0,1,0,,430000,2025,4
52.08,3,,,2025,,,,,,,,,,,,0,0,1,1,,480359,2025,4
26.39,1,,,2025,,,,,,,,,,,,0,0,1,1,,271196,2025,4
79.46,4,,,2024,,,,,,,,,,,,0,0,1,1,,661624,2025,4
63.9,4,,,2025,,,,,,,,,,,,0,0,1,1,,680343,2025,4
28.69,1,,,2025,,,,,,,,,,,,0,0,1,1,,298189,2025,4
59.49,4,,,2025,,,,,,,,,,,,0,0,1,1,,519704,2025,4
51.67,3,,,2025,,,,,,,,,,,,0,0,1,1,,486653,2025,4
44.21,2,,,2025,,,,,,,,,,,,0,0,1,1,,400874,2025,4
54.15,3,,,2025,,,,,,,,,,,,0,0,1,1,,469886,2025,4
40.8,2,,,2025,,,,,,,,,,,,0,0,1,1,,463039,2025,4
39.1,2,,,2024,,,,,,,,,,,,0,0,1,1,,386562,2025,4
28.58,1,,,,,,,,,,,,,,,0,0,1,0,,219000,2025,4
60.65,3,,,2025,,,,,,,,,,,,0,0,1,1,,515525,2025,4
25,1,,,,,,,,,,,,,,,0,0,1,0,,199000,2025,4
16.09,1,,,1930,,,,,,,,,,,,0,0,1,0,,215000,2025,4
74.89,3,,,2014,,,,,,,,,,,,0,0,1,1,,790000,2025,4
51.03,2,,,,,,,,,,,,,,,0,0,1,0,,379000,2025,4
45.5,2,,,1952,,,,,,,,,,,,0,0,1,1,,395000,2025,4
41,2,,,2025,,,,,,,,,,,,0,0,1,1,,371300,2025,4
37.84,2,,,,,,,,,,,,,,,0,0,1,1,,285000,2025,4
38,2,,,2025,,,,,,,,,,,,0,0,1,1,,354500,2025,4
54.2,3,,,2025,,,,,,,,,,,,0,0,1,1,,465600,2025,4
68.5,4,,,2025,,,,,,,,,,,,0,0,1,1,,567000,2025,4
44.11,2,,,1970,,,,,,,,,,,,0,0,1,1,,321000,2025,4
80,,,,2024,,,,,,,,,,,,0,0,1,1,,661550,2025,4
39,2,,,2024,,,,,,,,,,,,0,0,1,1,,381700,2025,4
32,2,,,2024,,,,,,,,,,,,0,0,1,1,,328300,2025,4
70.62,3,,,2008,,,,,,,,,,,,0,0,1,1,,735000,2025,4
40.1,2,,,2025,,,,,,,,,,,,0,0,1,1,,389900,2025,4
26,1,,,2025,,,,,,,,,,,,0,0,1,1,,258850,2025,4
37.3,2,,,1972,,,,,,,,,,,,0,0,1,0,,355000,2025,4
76.36,3,,,1942,,,,,,,,,,,,0,0,1,0,,529000,2025,4
50,3,,,,,,,,,,,,,,,0,0,1,0,,685000,2025,4
27.3,1,,,1938,,,,,,,,,,,,0,0,1,0,,218400,2025,4
51,3,,,2025,,,,,,,,,,,,0,0,1,1,,470100,2025,4
54,3,,,,,,,,,,,,,,,0,0,1,0,,429000,2025,4
37.08,2,,,,,,,,,,,,,,,0,0,1,0,,285000,2025,4
35,1,,,2024,,,,,,,,,,,,0,0,1,0,,445000,2025,4
48,2,,,,,,,,,,,,,,,0,0,1,1,,335000,2025,4
28.12,1,,,,,,,,,,,,,,,0,0,1,0,,252900,2025,4
56.64,3,,,,,,,,,,,,,,,0,0,1,0,,540000,2025,4
72,3,,,2023,,,,,,,,,,,,0,0,1,0,,610000,2025,4
54.34,2,,,,,,,,,,,,,,,0,0,1,0,,270000,2025,4
54,3,,,,,,,,,,,,,,,0,0,1,1,,467000,2025,4
39,2,,,2025,,,,,,,,,,,,0,0,1,0,,340000,2025,4
83.92,4,,,2023,,,,,,,,,,,,0,0,1,1,,873999,2025,4
37,2,,,1960,,,,,,,,,,,,0,0,1,1,,320000,2025,4
26,1,,,,,,,,,,,,,,,0,0,1,1,,261000,2025,4
80,4,,,,,,,,,,,,,,,0,0,1,1,,661700,2025,4
52.26,3,,,2024,,,,,,,,,,,,0,0,1,1,,470000,2025,4
30.27,1,,,,,,,,,,,,,,,0,0,1,0,,270000,2025,4
95,4,,,2024,,,,,,,,,,,,0,0,1,0,,902500,2025,4
78.58,4,,,2025,,,,,,,,,,,,0,0,1,0,,589350,2025,4
107.94,,,,,,,,,,,,,,,,0,0,1,0,,1350000,2025,4
71.43,4,,,2025,,,,,,,,,,,,0,0,1,0,,635727,2025,4
47.04,2,,,2025,,,,,,,,,,,,0,0,1,1,,413950,2025,4
52.1,3,,,2025,,,,,,,,,,,,0,0,1,1,,484422,2025,4
36.46,2,,,,,,,,,,,,,,,0,0,1,0,,320000,2025,4
59,4,,,2025,,,,,,,,,,,,0,0,1,1,,531718,2025,4
65.84,3,,,2019,,,,,,,,,,,,0,0,1,0,,715000,2025,4
57,2,,,2003,,,,,,,,,,,,0,0,1,1,,470000,2025,4
41.1,2,,,2025,,,,,,,,,,,,0,0,1,1,,429138,2025,4
46,2,,,,,,,,,,,,,,,0,0,1,1,,399000,2025,4
15.26,1,,,,,,,,,,,,,,,0,0,1,0,,186000,2025,4
51,3,,,2025,,,,,,,,,,,,0,0,1,1,,470100,2025,4
38,2,,,1980,,,,,,,,,,,,0,0,1,1,,370000,2025,4
42.98,2,,,,,,,,,,,,,,,0,0,1,1,,305000,2025,4
42.37,2,,,1965,,,,,,,,,,,,0,0,1,0,,330000,2025,4
75,2,,,,,,,,,,,,,,,0,0,1,0,,1060000,2025,4
49.5,2,,,2024,,,,,,,,,,,,0,0,1,1,,599000,2025,4
37.6,1,,,,,,,,,,,,,,,0,0,1,0,,275000,2025,4
37.04,1,,,2025,,,,,,,,,,,,0,0,1,0,,337064,2025,4
42.5,2,,,2024,,,,,,,,,,,,0,0,1,1,,545000,2025,4
28.56,1,,,1940,,,,,,,,,,,,0,0,1,0,,199000,2025,4
66.92,3,,,2024,,,,,,,,,,,,0,0,1,1,,795000,2025,4
74.7,4,,,,,,,,,,,,,,,0,0,1,1,,896000,2025,4
18.02,1,,,,,,,,,,,,,,,0,0,1,0,,198000,2025,4
54,3,,,,,,,,,,,,,,,0,0,1,1,,467000,2025,4
64.63,,,,,,,,,,,,,,,,0,0,1,0,,465000,2025,4
31.95,1,,,2024,,,,,,,,,,,,0,0,1,1,,328334,2025,4
25.07,2,,,,,,,,,,,,,,,0,0,1,1,,335771,2025,4
44.46,2,,,1970,,,,,,,,,,,,0,0,1,0,,279000,2025,4
40.19,2,,,2025,,,,,,,,,,,,0,0,1,0,,384578,2025,4
33.1,1,,,,,,,,,,,,,,,0,0,1,0,,280000,2025,4
66.43,3,,,2024,,,,,,,,,,,,0,0,1,0,,571298,2025,4
58.64,4,,,2025,,,,,,,,,,,,0,0,1,1,,529431,2025,4
52.08,3,,,2025,,,,,,,,,,,,0,0,1,1,,484422,2025,4
26.81,1,,,2024,,,,,,,,,,,,0,0,1,0,,273462,2025,4
106.41,4,,,1937,,,,,,,,,,,,0,0,1,0,,650000,2025,4
79.33,4,,,2025,,,,,,,,,,,,0,0,1,0,,655384,2025,4
32.51,1,,,2025,,,,,,,,,,,,0,0,1,0,,327050,2025,4
95.64,,,,2024,,,,,,,,,,,,0,0,1,0,,803376,2025,4
41.01,2,,,2025,,,,,,,,,,,,0,0,1,0,,412560,2025,4
62.32,3,,,,,,,,,,,,,,,0,0,1,0,,605000,2025,4
71.63,3,,,2025,,,,,,,,,,,,0,0,1,0,,590947,2025,4
48.99,2,,,2025,,,,,,,,,,,,0,0,1,0,,443359,2025,4
66.92,3,,,2024,,,,,,,,,,,,0,0,1,0,,799000,2025,4
48.14,2,,,,,,,,,,,,,,,0,0,1,0,,457330,2025,4
31.25,1,,,,,,,,,,,,,,,0,0,1,0,,281250,2025,4
15.26,1,,,,,,,,,,,,,,,0,0,1,0,,186000,2025,4
25.38,1,,,2025,,,,,,,,,,,,0,0,1,1,,260818,2025,4
80,4,,,,,,,,,,,,,,,0,0,1,1,,661700,2025,4
33,2,,,,,,,,,,,,,,,0,0,1,1,,329000,2025,4
31,2,,,,,,,,,,,,,,,0,0,1,1,,333900,2025,4
49.22,3,,,2025,,,,,,,,,,,,0,0,1,0,,575874,2025,4
45.81,3,,,2025,,,,,,,,,,,,0,0,1,1,,442181,2025,4
59.9,2,,,1959,,,,,,,,,,,,0,0,1,0,,419000,2025,4
26,1,,,,,,,,,,,,,,,0,0,1,1,,261000,2025,4
73,4,,,,,,,,,,,,,,,0,0,1,1,,644300,2025,4
53,3,,,1973,,,,,,,,,,,,0,0,1,0,,449000,2025,4
120,4,,,2025,,,,,,,,,,,,0,0,1,0,,590000,2025,4
73.07,4,,,,,,,,,,,,,,,0,0,1,0,,639763,2025,4
25.38,1,,,2025,,,,,,,,,,,,0,0,1,1,,260818,2025,4
39.05,2,,,2024,,,,,,,,,,,,0,0,1,1,,389114,2025,4
32.62,2,,,2024,,,,,,,,,,,,0,0,1,1,,335219,2025,4
53.07,3,,,2024,,,,,,,,,,,,0,0,1,0,,510000,2025,4
41.01,2,,,2025,,,,,,,,,,,,0,0,1,1,,421439,2025,4
50.77,3,,,2025,,,,,,,,,,,,0,0,1,1,,478177,2025,4
54.15,3,,,2025,,,,,,,,,,,,0,0,1,1,,465662,2025,4
27.53,1,,,2025,,,,,,,,,,,,0,0,1,1,,286133,2025,4
79.03,,,,2025,,,,,,,,,,,,0,0,1,1,,691947,2025,4
40.95,2,,,2025,,,,,,,,,,,,0,0,1,1,,371314,2025,4
50.31,3,,,2025,,,,,,,,,,,,0,0,1,1,,451280,2025,4
44.05,2,,,2025,,,,,,,,,,,,0,0,1,1,,428628,2025,4
29.89,2,,,2025,,,,,,,,,,,,0,0,1,1,,376524,2025,4
27.18,1,,,2025,,,,,,,,,,,,0,0,1,1,,302635,2025,4
37.48,2,,,1971,,,,,,,,,,,,0,0,1,0,,290000,2025,4
77.42,4,,,2025,,,,,,,,,,,,0,0,1,1,,842407,2025,4
35.34,1,,,1977,,,,,,,,,,,,0,0,1,1,,275000,2025,4
41,2,,,2025,,,,,,,,,,,,0,0,1,1,,371300,2025,4
38,2,,,2025,,,,,,,,,,,,0,0,1,1,,354500,2025,4
54.2,3,,,2025,,,,,,,,,,,,0,0,1,1,,465600,2025,4
53.66,3,,,,,,,,,,,,,,,0,0,1,0,,429000,2025,4
32,2,,,2024,,,,,,,,,,,,0,0,1,1,,328300,2025,4
48.29,3,,,2024,,,,,,,,,,,,0,0,1,1,,516300,2025,4
68.5,4,,,2025,,,,,,,,,,,,0,0,1,1,,567000,2025,4
49.22,3,,,2025,,,,,,,,,,,,0,0,1,0,,575874,2025,4
41,2,,,2025,,,,,,,,,,,,0,0,1,1,,366553,2025,4
39,2,,,2024,,,,,,,,,,,,0,0,1,1,,381700,2025,4
80,,,,2024,,,,,,,,,,,,0,0,1,1,,661550,2025,4
26,1,,,2025,,,,,,,,,,,,0,0,1,1,,258850,2025,4
40.1,2,,,2025,,,,,,,,,,,,0,0,1,1,,389900,2025,4
44.1,3,,,2025,,,,,,,,,,,,0,0,1,1,,425200,2025,4
31,2,,,,,,,,,,,,,,,0,0,1,1,,334550,2025,4
51,3,,,2025,,,,,,,,,,,,0,0,1,1,,470100,2025,4
46.55,2,,,1973,,,,,,,,,,,,0,0,1,0,,410000,2025,4
82,2,,,,,,,,,,,,,,,0,0,1,0,,990000,2025,4
37,2,,,1975,,,,,,,,,,,,0,0,1,0,,319000,2025,4
80,4,,,2012,,,,,,,,,,,,0,0,1,0,,825000,2025,4
36.5,2,,,2017,,,,,,,,,,,,0,0,1,0,,529250,2025,4
36.74,2,1,,,,,,,,,,,,,,0,0,1,1,,445500,2025,4
44.69,2,,,1920,,,,,,,,,,,,0,0,1,0,,479000,2025,4
78,,,,,,,,,,,,,,,,0,0,1,0,,450000,2025,4
28.69,1,,,,,,,,,,,,,,,0,0,1,1,,298190,2025,4
38.65,2,,,,,,,,,,,,,,,0,0,1,1,,362518,2025,4
36.92,2,,,,,,,,,,,,,,,0,0,1,1,,363570,2025,4
43.6,2,,,1939,,,,,,,,,,,,0,0,1,0,,278000,2025,4
54,3,,,,,,,,,,,,,,,0,0,1,1,,467000,2025,4
64.04,3,,,,,,,,,,,,,,,0,0,1,1,,575688,2025,4
35.96,2,5,,,,,,,,,,,,,,0,0,1,1,,441000,2025,4
26,1,,,,,,,,,,,,,,,0,0,1,1,,261000,2025,4
80,4,,,,,,,,,,,,,,,0,0,1,1,,661700,2025,4
43.5,2,,,1964,,,,,,,,,,,,0,0,1,0,,310000,2025,4
52,2,,,1968,,,,,,,,,,,,0,0,1,0,,347000,2025,4
70,3,,,2024,,,,,,,,,,,,0,0,1,0,,799000,2025,4
128,,,,1900,,,,,,,,,,,,0,0,1,0,,699000,2025,4
34,1,,,1930,,,,,,,,,,,,0,0,1,0,,280000,2025,4
69,3,,,2026,,,,,,,,,,,,0,0,1,0,,799000,2025,4
63.4,3,,,2018,,,,,,,,,,,,0,0,1,0,,659360,2025,4
41,2,,,,,,,,,,,,,,,0,0,1,1,,372000,2025,4
32.09,1,,,2025,,,,,,,,,,,,0,0,1,1,,453592,2025,4
39,2,,,2024,,,,,,,,,,,,0,0,1,1,,381700,2025,4
43.61,2,,,2025,,,,,,,,,,,,0,0,1,1,,705636,2025,4
32.88,2,,,2025,,,,,,,,,,,,0,0,1,1,,418727,2025,4
52.07,2,,,2025,,,,,,,,,,,,0,0,1,1,,682117,2025,4
39.26,1,,,,,,,,,,,,,,,0,0,1,0,,420082,2025,4
63.88,3,,,2018,,,,,,,,,,,,0,0,1,0,,760000,2025,4
32.83,2,,,2025,,,,,,,,,,,,0,0,1,1,,421000,2025,4
27.87,1,,,2025,,,,,,,,,,,,0,0,1,1,,308240,2025,4
36.03,2,1,,,,,,,,,,,,,,0,0,1,1,,428500,2025,4
43.25,2,,,1955,,,,,,,,,,,,0,0,1,0,,362000,2025,4
